TIME_GRANULARITY,TIME_D_VALUE,EFFECTIVE_MONTH,RECORD_TYPE,TERRITORY,DEALER_NUMBER,RETAIL_FINANCE_PENETRATIONS_T,RF_PENETRATIONS_PERC,RF_PENETRATIONS_RANK,RF_PENETRATIONS_RANK_N,CREDIT_INSURANCE_PERC_T,CREDIT_INS_PERC,CREDIT_INS_RANK,CREDIT_INS_RANK_N,LOAN_PERC_T,LOAN_PERC,LOAN_PERC_RANK,LOAN_PERC_RANK_N,LEASE_PERC_T,LEASE_PERC,LEASE_PERC_RANK,LEASE_PERC_RANK_N,PRE_APPROVAL_T,PREAPPROVED_PERC,PREAPPROVED_RANK,PREAPPROVED_RANK_N,AUTO_APPROVAL_T,AUTOAPPROVED_PERC,AUTOAPPROVED_RANK,AUTOAPPROVED_RANK_N,EXPIRED_APPROVALS_T,EXPIRED_APPROVED_APP_PERC,EXPIRED_APPROVED_APP_RANK,EXPIRED_APPROVED_APP_RANK_N,ESIGN_PDF_T,ESIGNED_PERC,ESIGNED_PERC_RANK,ESIGNED_PERC_RANK_N
MONTHLY,"Mar,2023",01-03-2023,D,50,200860,52-55%,30,6,43,10%,0,1,13,50%,100,,,50%,0,,,10%,0,6,21,10%,33.33,2,5,5%,0,1,1,100%,100,1,1
MONTHLY,"May,2023",01-05-2023,D,65,4600,52-55%,43.33,15,62,10%,0,3,19,50%,31.58,,,50%,68.42,,,10%,0,4,36,10%,21.05,4,12,5%,0,1,1,100%,42.11,5,41
MONTHLY,"Feb,2023",01-02-2023,D,65,29800,52-55%,50,7,27,10%,0,3,14,50%,33.33,,,50%,66.67,,,10%,0,4,17,10%,0,5,17,5%,0,1,1,100%,0,12,34
MONTHLY,"Feb,2023",01-02-2023,D,65,201110,52-55%,100,1,1,10%,0,3,14,50%,20,,,50%,80,,,10%,0,4,17,10%,0,5,17,5%,0,1,1,100%,0,12,34
MONTHLY,"Jan,2024",01-01-2024,D,45,143200,52-55%,0,11,34,10%,0,1,14,50%,0,,,50%,0,,,10%,0,5,19,10%,0,8,26,5%,0,1,1,100%,0,7,19
MONTHLY,"May,2023",01-05-2023,D,55,29300,52-55%,83.33,1,2,10%,20,2,2,50%,60,,,50%,40,,,10%,0,7,36,10%,0,4,46,5%,0,1,1,100%,0,8,66
MONTHLY,"May,2023",01-05-2023,D,55,8600,52-55%,58.82,6,30,10%,4,6,14,50%,64,,,50%,36,,,10%,12,4,15,10%,0,4,46,5%,0,1,1,100%,64,3,25
MONTHLY,"Feb,2024",01-02-2024,D,45,10100,52-55%,71.43,5,10,10%,0,1,12,50%,91.67,,,50%,8.33,,,10%,16.67,1,10,10%,8.33,9,15,5%,75.51,3,16,100%,100,1,1
MONTHLY,"Feb,2024",01-02-2024,D,45,51300,52-55%,66.67,6,11,10%,0,1,12,50%,100,,,50%,0,,,10%,0,3,19,10%,0,10,20,5%,87.76,11,57,100%,83.33,2,8
MONTHLY,"Jul,2023",01-07-2023,T,130,,52-55%,58.42,2,,10%,10.65,1,,50%,37.87,,,50%,62.13,,,10%,3.55,4,,10%,2.96,9,,5%,18.92,2,,100%,40.83,9,
MONTHLY,"Dec,2023",01-12-2023,D,45,59200,52-55%,72.73,4,16,10%,0,1,14,50%,100,,,50%,0,,,10%,0,7,21,10%,0,9,27,5%,67.86,4,23,100%,88.89,5,11
MONTHLY,"Dec,2023",01-12-2023,D,45,200740,52-55%,91.67,1,2,10%,0,1,14,50%,19.23,,,50%,80.77,,,10%,11.54,2,10,10%,0,9,27,5%,82.08,11,61,100%,96.15,2,3
MONTHLY,"Dec,2023",01-12-2023,D,45,30800,52-55%,57.14,8,32,10%,0,1,14,50%,62.5,,,50%,37.5,,,10%,0,7,21,10%,0,9,27,5%,84.85,13,66,100%,100,1,1
MONTHLY,"Jan,2024",01-01-2024,D,20,200540,52-55%,100,1,1,10%,0,2,14,50%,100,,,50%,0,,,10%,0,4,19,10%,0,7,26,5%,50,4,5,100%,100,1,1
MONTHLY,"Jan,2024",01-01-2024,D,20,200390,52-55%,33.33,7,28,10%,0,2,14,50%,0,,,50%,100,,,10%,0,4,19,10%,0,7,26,5%,100,15,84,100%,0,5,19
MONTHLY,"Mar,2023",01-03-2023,D,20,200570,52-55%,52.94,7,29,10%,0,2,13,50%,55.56,,,50%,44.44,,,10%,22.22,3,6,10%,11.11,4,15,5%,0,1,1,100%,88.89,2,5
MONTHLY,"Mar,2023",01-03-2023,D,20,201430,52-55%,42.86,8,36,10%,0,2,13,50%,25,,,50%,75,,,10%,0,5,21,10%,25,3,7,5%,0,1,1,100%,75,4,13
MONTHLY,"Mar,2023",01-03-2023,D,20,200940,52-55%,100,1,1,10%,0,2,13,50%,60,,,50%,40,,,10%,0,5,21,10%,0,5,22,5%,0,1,1,100%,20,9,36
MONTHLY,"Mar,2023",01-03-2023,D,20,201510,52-55%,57.14,6,25,10%,0,2,13,50%,100,,,50%,0,,,10%,0,5,21,10%,0,5,22,5%,0,1,1,100%,20,9,36
MONTHLY,"Mar,2023",01-03-2023,D,20,46100,52-55%,100,1,1,10%,0,2,13,50%,0,,,50%,0,,,10%,0,5,21,10%,0,5,22,5%,0,1,1,100%,0,10,41
MONTHLY,"Mar,2023",01-03-2023,D,20,200160,52-55%,16.67,12,48,10%,0,2,13,50%,80,,,50%,20,,,10%,0,5,21,10%,0,5,22,5%,0,1,1,100%,40,8,24
MONTHLY,"Jun,2023",01-06-2023,D,50,7100,52-55%,0,9,79,10%,0,1,15,50%,100,,,50%,0,,,10%,0,5,25,10%,0,6,35,5%,0,1,1,100%,100,1,1
MONTHLY,"Jun,2023",01-06-2023,D,50,201580,52-55%,53.33,4,51,10%,0,1,15,50%,70,,,50%,30,,,10%,0,5,25,10%,30,1,5,5%,0,1,1,100%,60,7,30
MONTHLY,"Apr,2023",01-04-2023,D,55,201700,52-55%,72.73,4,14,10%,0,7,15,50%,33.33,,,50%,66.67,,,10%,0,6,26,10%,0,3,28,5%,0,1,1,100%,0,8,47
MONTHLY,"Jul,2023",01-07-2023,D,30,201470,52-55%,75,2,7,10%,0,3,16,50%,88.89,,,50%,11.11,,,10%,0,3,22,10%,22.22,3,11,5%,0,1,1,100%,66.67,3,20
MONTHLY,"Jul,2023",01-07-2023,D,30,46700,52-55%,64.29,4,16,10%,7.69,2,12,50%,92.31,,,50%,7.69,,,10%,0,3,22,10%,0,5,34,5%,40,5,31,100%,38.46,6,35
MONTHLY,"Sep,2023",01-09-2023,D,30,201470,52-55%,33.33,7,47,10%,0,2,16,50%,100,,,50%,0,,,10%,0,1,1,10%,0,4,36,5%,0,1,1,100%,100,1,1
MONTHLY,"Feb,2024",01-02-2024,D,65,136800,52-55%,50,10,17,10%,0,3,12,50%,100,,,50%,0,,,10%,0,2,19,10%,0,8,20,5%,85.71,12,50,100%,75,5,11
MONTHLY,"Feb,2024",01-02-2024,D,65,4600,52-55%,63.64,9,13,10%,0,3,12,50%,20,,,50%,80,,,10%,0,2,19,10%,30,2,6,5%,77.97,4,23,100%,100,1,1
MONTHLY,"Feb,2024",01-02-2024,D,65,10000,52-55%,0,11,32,10%,0,3,12,50%,100,,,50%,0,,,10%,0,2,19,10%,0,8,20,5%,93.75,16,74,100%,100,1,1
MONTHLY,"Feb,2024",01-02-2024,D,65,142300,52-55%,100,1,1,10%,0,3,12,50%,80,,,50%,20,,,10%,0,2,19,10%,20,6,10,5%,86.02,13,51,100%,100,1,1
MONTHLY,"Apr,2023",01-04-2023,D,30,139500,52-55%,33.33,4,48,10%,0,1,15,50%,50,,,50%,50,,,10%,0,2,26,10%,0,3,28,5%,0,1,1,100%,25,4,37
MONTHLY,"Feb,2023",01-02-2023,D,20,201430,52-55%,33.33,6,33,10%,0,1,14,50%,33.33,,,50%,66.67,,,10%,0,1,17,10%,0,4,17,5%,0,1,1,100%,100,1,1
MONTHLY,"Feb,2023",01-02-2023,D,20,200940,52-55%,0,9,41,10%,0,1,14,50%,100,,,50%,0,,,10%,0,1,17,10%,0,4,17,5%,0,1,1,100%,0,8,34
MONTHLY,"Jan,2024",01-01-2024,D,55,201700,52-55%,83.33,4,6,10%,0,5,14,50%,85.71,,,50%,14.29,,,10%,0,5,19,10%,0,3,26,5%,86.36,8,53,100%,85.71,4,8
MONTHLY,"Dec,2023",01-12-2023,D,10,201550,52-55%,100,1,1,10%,0,1,14,50%,50,,,50%,50,,,10%,0,2,21,10%,0,4,27,5%,85.71,11,67,100%,100,1,1
MONTHLY,"Dec,2023",01-12-2023,D,10,200980,52-55%,50,6,34,10%,0,1,14,50%,100,,,50%,0,,,10%,0,2,21,10%,0,4,27,5%,100,15,80,100%,100,1,1
MONTHLY,"Dec,2023",01-12-2023,D,10,50900,52-55%,100,1,1,10%,0,1,14,50%,100,,,50%,0,,,10%,50,1,2,10%,0,4,27,5%,71.43,5,31,100%,0,7,28
MONTHLY,"Dec,2023",01-12-2023,D,10,25150,52-55%,0,10,52,10%,0,1,14,50%,0,,,50%,0,,,10%,0,2,21,10%,0,4,27,5%,84.62,10,65,100%,0,7,28
MONTHLY,"Aug,2023",01-08-2023,D,60,200250,52-55%,50,9,35,10%,25,2,3,50%,50,,,50%,50,,,10%,0,3,14,10%,25,2,17,5%,40,8,33,100%,75,3,18
MONTHLY,"Feb,2024",01-02-2024,D,55,4300,52-55%,35.71,7,22,10%,28.57,3,5,50%,42.86,,,50%,57.14,,,10%,0,4,19,10%,0,2,20,5%,90.91,8,67,100%,100,1,1
MONTHLY,"Jan,2024",01-01-2024,D,40,201790,52-55%,50,5,20,10%,0,1,14,50%,0,,,50%,100,,,10%,0,4,19,10%,0,4,26,5%,86.96,7,56,100%,100,1,1
MONTHLY,"Jan,2024",01-01-2024,D,40,201070,52-55%,50,5,20,10%,0,1,14,50%,100,,,50%,0,,,10%,0,4,19,10%,0,4,26,5%,75,1,15,100%,100,1,1
MONTHLY,"Jan,2024",01-01-2024,D,35,52800,52-55%,0,8,34,10%,0,1,14,50%,0,,,50%,0,,,10%,0,2,19,10%,0,3,26,5%,100,11,84,100%,0,3,19
MONTHLY,"Jan,2024",01-01-2024,D,35,201560,52-55%,0,8,34,10%,0,1,14,50%,0,,,50%,0,,,10%,0,2,19,10%,0,3,26,5%,100,11,84,100%,0,3,19
MONTHLY,"Jan,2024",01-01-2024,D,35,201400,52-55%,40,6,26,10%,0,1,14,50%,100,,,50%,0,,,10%,0,2,19,10%,0,3,26,5%,91.67,9,74,100%,33.33,2,17
MONTHLY,"Jan,2023",01-01-2023,D,20,200940,52-55%,25,10,38,10%,0,1,13,50%,75,,,50%,25,,,10%,0,4,19,10%,0,7,22,5%,0,1,1,100%,25,8,28
MONTHLY,"Jan,2023",01-01-2023,D,20,201510,52-55%,62.5,5,19,10%,0,1,13,50%,80,,,50%,20,,,10%,0,4,19,10%,20,5,12,5%,0,1,1,100%,40,5,23
MONTHLY,"Jan,2023",01-01-2023,D,20,201680,52-55%,100,1,1,10%,0,1,13,50%,100,,,50%,0,,,10%,0,4,19,10%,100,1,2,5%,0,1,1,100%,0,9,36
MONTHLY,"Feb,2023",01-02-2023,D,55,200720,52-55%,53.85,6,26,10%,7.69,5,11,50%,15.38,,,50%,84.62,,,10%,7.69,2,13,10%,0,2,17,5%,0,1,1,100%,53.85,3,17
MONTHLY,"Feb,2023",01-02-2023,D,55,8600,52-55%,85.71,2,5,10%,0,6,14,50%,62.5,,,50%,37.5,,,10%,0,4,17,10%,0,2,17,5%,0,1,1,100%,37.5,4,23
MONTHLY,"Sep,2023",01-09-2023,D,35,201870,52-55%,66.67,2,18,10%,0,1,16,50%,100,,,50%,0,,,10%,0,1,1,10%,0,5,36,5%,100,7,72,100%,100,1,1
MONTHLY,"Sep,2023",01-09-2023,D,35,201450,52-55%,60,3,27,10%,0,1,16,50%,36.36,,,50%,63.64,,,10%,0,1,1,10%,18.18,4,21,5%,58.82,5,62,100%,100,1,1
MONTHLY,"Apr,2023",01-04-2023,D,60,25400,52-55%,33.33,10,48,10%,0,7,15,50%,75,,,50%,25,,,10%,25,3,8,10%,0,5,28,5%,0,1,1,100%,0,7,47
MONTHLY,"Mar,2024",01-03-2024,D,40,40800,52-55%,0,3,12,10%,0,1,5,50%,100,,,50%,0,,,10%,0,2,7,10%,0,1,7,5%,84.85,7,63,100%,100,1,1
MONTHLY,"Nov,2023",01-11-2023,D,55,200720,52-55%,87.5,2,4,10%,9.09,5,11,50%,45.45,,,50%,54.55,,,10%,18.18,2,6,10%,0,2,28,5%,60.61,5,37,100%,100,1,1
MONTHLY,"Sep,2023",01-09-2023,D,50,201580,52-55%,50,6,39,10%,0,1,16,50%,83.33,,,50%,16.67,,,10%,0,1,1,10%,33.33,2,15,5%,42.86,6,38,100%,100,1,1
MONTHLY,"Feb,2024",01-02-2024,D,35,201450,52-55%,30,4,24,10%,0,1,12,50%,25,,,50%,75,,,10%,0,2,19,10%,25,1,9,5%,89.19,5,63,100%,100,1,1
MONTHLY,"Mar,2024",01-03-2024,D,30,200610,52-55%,100,1,1,10%,0,1,5,50%,100,,,50%,0,,,10%,0,1,7,10%,33.33,2,3,5%,50,2,2,100%,100,1,1
MONTHLY,"Jul,2023",01-07-2023,D,55,138700,52-55%,63.64,4,17,10%,5.56,6,13,50%,19.44,,,50%,80.56,,,10%,11.11,1,11,10%,0,3,34,5%,18.97,3,18,100%,94.44,2,4
MONTHLY,"Jul,2023",01-07-2023,D,55,8600,52-55%,57.14,7,27,10%,0,8,16,50%,76.92,,,50%,23.08,,,10%,7.69,2,14,10%,0,3,34,5%,42.86,9,32,100%,46.15,4,31
MONTHLY,"Feb,2023",01-02-2023,D,65,56600,52-55%,63.64,5,19,10%,0,3,14,50%,30,,,50%,70,,,10%,20,3,6,10%,20,1,10,5%,0,1,1,100%,70,4,11
MONTHLY,"Feb,2023",01-02-2023,D,65,41000,52-55%,66.67,4,18,10%,0,3,14,50%,83.33,,,50%,16.67,,,10%,0,4,17,10%,0,5,17,5%,0,1,1,100%,83.33,1,6
MONTHLY,"Feb,2023",01-02-2023,D,65,200200,52-55%,60,6,21,10%,0,3,14,50%,70,,,50%,30,,,10%,0,4,17,10%,10,3,14,5%,0,1,1,100%,20,10,32
MONTHLY,"Feb,2024",01-02-2024,D,45,59200,52-55%,66.67,6,11,10%,0,1,12,50%,50,,,50%,50,,,10%,0,3,19,10%,50,2,2,5%,87.5,10,56,100%,100,1,1
MONTHLY,"Feb,2024",01-02-2024,D,45,200740,52-55%,76.92,3,7,10%,0,1,12,50%,10,,,50%,90,,,10%,0,3,19,10%,0,10,20,5%,89.08,12,62,100%,100,1,1
MONTHLY,"Feb,2024",01-02-2024,D,45,16400,52-55%,90.2,2,2,10%,0,1,12,50%,33.33,,,50%,66.67,,,10%,13.33,2,13,10%,13.33,8,12,5%,83.33,6,40,100%,100,1,1
MONTHLY,"Feb,2024",01-02-2024,D,45,30800,52-55%,0,10,32,10%,0,1,12,50%,100,,,50%,0,,,10%,0,3,19,10%,100,1,1,5%,91.67,14,69,100%,50,4,14
MONTHLY,"Feb,2024",01-02-2024,D,45,28200,52-55%,0,10,32,10%,0,1,12,50%,0,,,50%,0,,,10%,0,3,19,10%,0,10,20,5%,0,1,1,100%,0,5,15
MONTHLY,"Dec,2023",01-12-2023,D,45,28100,52-55%,58.82,7,30,10%,0,1,14,50%,58.33,,,50%,41.67,,,10%,0,7,21,10%,0,9,27,5%,87.5,14,70,100%,33.33,7,27
MONTHLY,"Dec,2023",01-12-2023,D,45,28150,52-55%,0,13,52,10%,0,1,14,50%,0,,,50%,0,,,10%,0,7,21,10%,0,9,27,5%,0,1,1,100%,0,8,28
MONTHLY,"Jan,2024",01-01-2024,D,20,200910,52-55%,100,1,1,10%,0,2,14,50%,100,,,50%,0,,,10%,0,4,19,10%,0,7,26,5%,75,8,15,100%,100,1,1
MONTHLY,"Mar,2023",01-03-2023,D,20,200580,52-55%,30,10,43,10%,0,2,13,50%,100,,,50%,0,,,10%,33.33,1,4,10%,0,5,22,5%,0,1,1,100%,66.67,6,15
MONTHLY,"Mar,2023",01-03-2023,D,20,48700,52-55%,61.9,4,22,10%,0,2,13,50%,55.56,,,50%,44.44,,,10%,0,5,21,10%,11.11,4,15,5%,0,1,1,100%,77.78,3,12
MONTHLY,"Mar,2023",01-03-2023,D,40,27600,52-55%,37.5,7,39,10%,0,1,13,50%,12.5,,,50%,87.5,,,10%,0,3,21,10%,25,3,7,5%,0,1,1,100%,62.5,4,17
MONTHLY,"Mar,2023",01-03-2023,D,40,201830,52-55%,72.73,2,9,10%,0,1,13,50%,50,,,50%,50,,,10%,0,3,21,10%,10,5,16,5%,0,1,1,100%,50,5,21
MONTHLY,"Mar,2023",01-03-2023,D,40,134800,52-55%,36.36,8,40,10%,0,1,13,50%,0,,,50%,100,,,10%,10.71,2,12,10%,0,6,22,5%,0,1,1,100%,92.86,2,3
MONTHLY,"Jun,2023",01-06-2023,D,50,8700,52-55%,42.11,6,59,10%,0,1,15,50%,100,,,50%,0,,,10%,11.11,2,10,10%,0,6,35,5%,0,1,1,100%,83.33,3,10
MONTHLY,"Dec,2023",01-12-2023,D,65,200700,52-55%,75,4,14,10%,0,1,14,50%,63.64,,,50%,36.36,,,10%,0,3,21,10%,0,7,27,5%,66.67,6,21,100%,81.82,6,14
MONTHLY,"Dec,2023",01-12-2023,D,65,41000,52-55%,33.33,12,43,10%,0,1,14,50%,66.67,,,50%,33.33,,,10%,0,3,21,10%,16.67,2,10,5%,52.17,2,6,100%,33.33,11,27
MONTHLY,"Dec,2023",01-12-2023,D,35,201560,52-55%,100,1,1,10%,0,1,14,50%,100,,,50%,0,,,10%,0,3,21,10%,0,3,27,5%,100,10,80,100%,100,1,1
MONTHLY,"Mar,2023",01-03-2023,D,45,52100,52-55%,63.64,4,19,10%,0,1,13,50%,100,,,50%,0,,,10%,44.44,1,2,10%,22.22,4,8,5%,0,1,1,100%,100,1,1
MONTHLY,"Mar,2023",01-03-2023,D,45,33300,52-55%,55.56,6,26,10%,0,1,13,50%,66.67,,,50%,33.33,,,10%,16.67,2,8,10%,0,10,22,5%,0,1,1,100%,16.67,10,37
MONTHLY,"Mar,2023",01-03-2023,T,115,,52-55%,60.3,2,,10%,0,5,,50%,55.24,,,50%,44.76,,,10%,6.99,3,,10%,13.99,1,,5%,0,1,,100%,56.64,5,
MONTHLY,"Nov,2023",01-11-2023,T,130,,52-55%,77.13,1,,10%,12.17,1,,50%,24.78,,,50%,75.22,,,10%,4.35,5,,10%,2.61,8,,5%,59.87,3,,100%,92.17,3,
MONTHLY,"May,2023",01-05-2023,T,90,,52-55%,44.64,9,,10%,1.47,3,,50%,83.09,,,50%,16.91,,,10%,5.15,6,,10%,13.24,1,,5%,0,1,,100%,63.97,2,
MONTHLY,"Sep,2023",01-09-2023,T,115,,52-55%,61.11,4,,10%,0,6,,50%,57,,,50%,43,,,10%,0,1,,10%,16,7,,5%,42.78,5,,100%,79.5,6,
MONTHLY,"Jan,2024",01-01-2024,T,100,,52-55%,50,8,,10%,0,4,,50%,81.25,,,50%,18.75,,,10%,3.13,8,,10%,6.25,7,,5%,85.95,8,,100%,90.63,7,
MONTHLY,"Jan,2023",01-01-2023,D,40,201100,52-55%,33.33,6,36,10%,0,1,13,50%,100,,,50%,0,,,10%,0,4,19,10%,0,6,22,5%,0,1,1,100%,50,5,19
MONTHLY,"Sep,2023",01-09-2023,D,45,59200,52-55%,60,7,27,10%,0,1,16,50%,100,,,50%,0,,,10%,0,1,1,10%,0,10,36,5%,40,5,34,100%,100,1,1
MONTHLY,"Mar,2024",01-03-2024,D,20,201430,52-55%,0,3,12,10%,0,1,5,50%,0,,,50%,0,,,10%,0,2,7,10%,0,1,7,5%,66.67,4,10,100%,0,3,6
MONTHLY,"Mar,2024",01-03-2024,D,20,200940,52-55%,0,3,12,10%,0,1,5,50%,0,,,50%,0,,,10%,0,2,7,10%,0,1,7,5%,80,9,47,100%,0,3,6
MONTHLY,"Mar,2024",01-03-2024,D,20,46100,52-55%,0,3,12,10%,0,1,5,50%,0,,,50%,0,,,10%,0,2,7,10%,0,1,7,5%,100,13,88,100%,0,3,6
MONTHLY,"Jun,2023",01-06-2023,D,45,33300,52-55%,33.33,12,66,10%,0,1,15,50%,100,,,50%,0,,,10%,16.67,2,5,10%,16.67,4,14,5%,0,1,1,100%,33.33,9,42
MONTHLY,"Jun,2023",01-06-2023,D,45,115000,52-55%,0,13,79,10%,0,1,15,50%,0,,,50%,0,,,10%,0,8,25,10%,0,7,35,5%,0,1,1,100%,0,12,62
MONTHLY,"Sep,2023",01-09-2023,D,20,201430,52-55%,42.86,7,44,10%,0,3,16,50%,100,,,50%,0,,,10%,0,1,1,10%,33.33,4,15,5%,50,8,51,100%,100,1,1
MONTHLY,"Sep,2023",01-09-2023,D,45,17700,52-55%,55.56,9,32,10%,0,1,16,50%,18.18,,,50%,81.82,,,10%,0,1,1,10%,9.09,7,28,5%,44,8,39,100%,36.36,7,24
MONTHLY,"Sep,2023",01-09-2023,D,45,200740,52-55%,52.94,11,36,10%,0,1,16,50%,5,,,50%,95,,,10%,0,1,1,10%,10,6,26,5%,41.1,6,35,100%,95,2,3
MONTHLY,"Nov,2023",01-11-2023,D,65,142700,52-55%,71.43,6,20,10%,0,2,15,50%,100,,,50%,0,,,10%,0,5,21,10%,11.11,7,17,5%,75.61,15,71,100%,77.78,7,22
MONTHLY,"Apr,2023",01-04-2023,D,65,4600,52-55%,92.86,2,2,10%,0,3,15,50%,40,,,50%,60,,,10%,5,3,21,10%,10,4,17,5%,0,1,1,100%,60,4,21
MONTHLY,"Apr,2023",01-04-2023,D,65,8400,52-55%,55.56,8,33,10%,0,3,15,50%,57.14,,,50%,42.86,,,10%,0,4,26,10%,0,7,28,5%,0,1,1,100%,28.57,9,35
MONTHLY,"Apr,2023",01-04-2023,D,65,29800,52-55%,40,11,44,10%,25,1,4,50%,100,,,50%,0,,,10%,0,4,26,10%,0,7,28,5%,0,1,1,100%,0,13,47
MONTHLY,"Dec,2023",01-12-2023,D,55,39000,52-55%,78.95,5,12,10%,0,7,14,50%,14.29,,,50%,85.71,,,10%,0,4,21,10%,0,4,27,5%,74.19,3,40,100%,85.71,6,13
MONTHLY,"Jun,2023",01-06-2023,D,45,28150,52-55%,0,13,79,10%,0,1,15,50%,0,,,50%,0,,,10%,0,8,25,10%,0,7,35,5%,0,1,1,100%,0,12,62
MONTHLY,"Dec,2023",01-12-2023,D,55,48400,52-55%,50,8,34,10%,66.67,1,1,50%,50,,,50%,50,,,10%,0,4,21,10%,0,4,27,5%,85.71,10,67,100%,100,1,1
MONTHLY,"Feb,2024",01-02-2024,D,20,50400,52-55%,0,7,32,10%,0,1,12,50%,0,,,50%,0,,,10%,0,3,19,10%,0,3,20,5%,100,13,79,100%,0,5,15
MONTHLY,"Feb,2024",01-02-2024,D,20,200190,52-55%,50,4,17,10%,0,1,12,50%,100,,,50%,0,,,10%,0,3,19,10%,0,3,20,5%,90,12,66,100%,100,1,1
MONTHLY,"Aug,2023",01-08-2023,D,65,142300,52-55%,62.5,7,18,10%,7.69,2,11,50%,65.38,,,50%,34.62,,,10%,0,3,14,10%,7.69,9,35,5%,16.67,3,8,100%,53.85,7,30
MONTHLY,"Sep,2023",01-09-2023,D,10,201810,52-55%,33.33,9,47,10%,0,1,16,50%,100,,,50%,0,,,10%,0,1,1,10%,100,1,2,5%,57.14,9,61,100%,0,7,31
MONTHLY,"Sep,2023",01-09-2023,D,10,1700,52-55%,45.83,7,41,10%,0,1,16,50%,69.23,,,50%,30.77,,,10%,0,1,1,10%,0,6,36,5%,45.95,5,45,100%,100,1,1
MONTHLY,"Sep,2023",01-09-2023,D,10,9400,52-55%,33.33,9,47,10%,0,1,16,50%,100,,,50%,0,,,10%,0,1,1,10%,50,2,6,5%,57.14,9,61,100%,50,5,23
MONTHLY,"Mar,2024",01-03-2024,D,55,201480,52-55%,100,1,1,10%,0,1,5,50%,25,,,50%,75,,,10%,25,1,4,10%,0,1,7,5%,62.5,1,7,100%,100,1,1
MONTHLY,"Mar,2024",01-03-2024,D,55,48400,52-55%,0,4,12,10%,0,1,5,50%,0,,,50%,0,,,10%,0,3,7,10%,0,1,7,5%,97.22,10,87,100%,0,2,6
MONTHLY,"Apr,2023",01-04-2023,D,35,201400,52-55%,16.67,7,56,10%,0,2,15,50%,100,,,50%,0,,,10%,50,1,2,10%,50,1,2,5%,0,1,1,100%,0,5,47
MONTHLY,"Apr,2023",01-04-2023,D,35,200880,52-55%,100,1,1,10%,0,2,15,50%,100,,,50%,0,,,10%,0,3,26,10%,0,5,28,5%,0,1,1,100%,0,5,47
MONTHLY,"Nov,2023",01-11-2023,D,20,200570,52-55%,73.33,2,17,10%,0,1,15,50%,63.64,,,50%,36.36,,,10%,0,2,21,10%,36.36,2,6,5%,82.35,10,77,100%,100,1,1
MONTHLY,"Nov,2023",01-11-2023,D,20,201430,52-55%,0,11,52,10%,0,1,15,50%,0,,,50%,0,,,10%,0,2,21,10%,0,5,28,5%,50,2,15,100%,0,5,36
MONTHLY,"Nov,2023",01-11-2023,D,20,200910,52-55%,0,11,52,10%,0,1,15,50%,100,,,50%,0,,,10%,0,2,21,10%,0,5,28,5%,100,12,85,100%,100,1,1
MONTHLY,"Nov,2023",01-11-2023,D,40,27600,52-55%,61.29,4,28,10%,0,1,15,50%,43.48,,,50%,56.52,,,10%,8.7,1,12,10%,4.35,6,26,5%,49.21,3,14,100%,100,1,1
MONTHLY,"Oct,2023",01-10-2023,D,60,51600,52-55%,33.33,10,53,10%,0,8,16,50%,0,,,50%,100,,,10%,21.05,1,2,10%,10.53,3,26,5%,58.18,11,48,100%,100,1,1
MONTHLY,"Oct,2023",01-10-2023,D,60,114900,52-55%,92.31,2,2,10%,0,8,16,50%,33.33,,,50%,66.67,,,10%,0,6,22,10%,0,10,42,5%,48.57,6,31,100%,80,5,19
MONTHLY,"Nov,2023",01-11-2023,D,35,201870,52-55%,100,1,1,10%,66.67,1,1,50%,100,,,50%,0,,,10%,0,1,21,10%,0,2,28,5%,40,2,7,100%,100,1,1
MONTHLY,"Nov,2023",01-11-2023,D,35,200690,52-55%,100,1,1,10%,0,2,15,50%,100,,,50%,0,,,10%,0,1,21,10%,0,2,28,5%,55.56,4,25,100%,88.89,2,13
MONTHLY,"Nov,2023",01-11-2023,D,35,201450,52-55%,64.71,2,24,10%,0,2,15,50%,28.57,,,50%,71.43,,,10%,0,1,21,10%,0,2,28,5%,58.62,5,34,100%,100,1,1
MONTHLY,"Nov,2023",01-11-2023,D,35,59100,52-55%,100,1,1,10%,0,2,15,50%,0,,,50%,100,,,10%,0,1,21,10%,0,2,28,5%,66.67,7,59,100%,100,1,1
MONTHLY,"Oct,2023",01-10-2023,D,55,200720,52-55%,73.33,6,19,10%,4.55,5,15,50%,9.09,,,50%,90.91,,,10%,4.55,2,20,10%,0,5,42,5%,54.17,7,40,100%,100,1,1
MONTHLY,"Oct,2023",01-10-2023,D,55,48400,52-55%,50,10,42,10%,12.5,3,11,50%,25,,,50%,75,,,10%,0,4,22,10%,0,5,42,5%,62.07,8,54,100%,100,1,1
MONTHLY,"Jul,2023",01-07-2023,D,65,50300,52-55%,100,1,1,10%,0,3,16,50%,0,,,50%,100,,,10%,0,6,22,10%,100,1,1,5%,50,9,33,100%,0,13,55
MONTHLY,"Mar,2023",01-03-2023,D,65,118300,52-55%,0,12,53,10%,0,3,13,50%,0,,,50%,0,,,10%,0,4,21,10%,0,5,22,5%,0,1,1,100%,0,12,41
MONTHLY,"Jan,2023",01-01-2023,D,55,201700,52-55%,57.14,5,21,10%,0,6,13,50%,16.67,,,50%,83.33,,,10%,0,4,19,10%,0,3,22,5%,0,1,1,100%,0,7,36
